tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
matplotlib.axes._base,update_title_pos
matplotlib.font_manager,findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0 to DejaVu Sans ('/Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf') with score of 0.050000.
matplotlib.font_manager,findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=12.0 to DejaVu Sans ('/Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf') with score of 0.050000.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
15,0,0,0,10.76,45.67539649210163,3,2.8111308729479063,2.789984495201233,nan,0.6095540523529053
15,0,0,1,21.6,2.9789201840776722,38,2.478348272960915,2.463621461261295,nan,0.7912070751190186
15,0,0,2,42.68,2.5406464656996834,73,2.1800970433469757,2.166312095425786,nan,1.0990688800811768
15,0,0,3,70.84,2.3179801669748796,92,2.0092753469853624,1.9975457750975385,nan,1.5659379959106445
tensorflow,From /Users/joseferreira/Desktop/FinalML/venv/lib/python3.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
15,0,0,0,10.76,45.67539649210163,3,2.8111308729479063,2.789984495201233,nan,0.6083619594573975
15,0,0,1,21.6,2.9789201840776722,38,2.478348272960915,2.463621461261295,nan,0.7274200916290283
15,0,0,2,42.68,2.5406464656996834,73,2.1800970433469757,2.166312095425786,nan,1.0238757133483887
15,0,0,3,70.84,2.3179801669748796,92,2.0092753469853624,1.9975457750975385,nan,1.647191047668457
15,0,0,4,103.24,2.0419741539937206,99,1.9263592463950883,1.9123035130736512,nan,3.174914836883545
15,1,0,0,12.88,5.311464622538876,15,2.7724684258006316,2.74618449740621,nan,0.709975004196167
15,1,0,1,23.64,2.817110370167653,14,2.4183197489535986,2.394753032480726,nan,0.8797211647033691
15,1,0,2,40.2,2.527105877320321,69,2.161201460933442,2.1376532293051502,nan,1.012403964996338
15,1,0,3,58.64,2.2385582564854793,58,1.8631237592818743,1.8439786486925278,nan,1.353147029876709
15,1,0,4,79.68,1.9665389504941329,65,1.7174627956125774,1.70463226835881,nan,1.558269739151001
15,2,0,0,11.72,4.102632967456387,31,2.0883887795858516,2.0626315221672686,nan,0.5823550224304199
15,2,0,1,31.0,2.5613223923563235,50,1.9839118501757558,1.9610029790235395,nan,0.8543081283569336
15,2,0,2,57.32,2.0270433938987718,47,1.8899084990883204,1.8652149226628547,nan,1.5097050666809082
15,2,0,3,64.44,1.9289793745027433,54,1.6552414349408346,1.632407621732601,nan,1.6072523593902588
15,2,0,4,73.28,1.7552840844599797,63,1.5238650348331508,1.5049319268955643,nan,1.8755199909210205
15,3,0,0,9.16,4.4568226337766745,31,2.58818339048811,2.5557221773352357,nan,0.8519222736358643
15,3,0,1,27.04,2.755212357373915,42,2.214722009140025,2.1819129472135503,nan,0.8944439888000488
15,3,0,2,49.0,2.3745632346689063,49,1.915765843109956,1.8814926426569567,nan,1.0923588275909424
15,3,0,3,65.48,2.0097351394132357,56,1.8089887589982256,1.7787289311023153,nan,1.4514470100402832
15,3,0,4,73.12,1.862768823128772,67,1.7403794270626542,1.712217037347574,nan,1.660789966583252
15,4,0,0,10.44,5.9667979303362255,15,2.605991281289104,2.5767403416234895,nan,0.6199231147766113
15,4,0,1,24.24,2.6790959157456715,14,2.1953543596567955,2.167531434814504,nan,0.9359760284423828
15,4,0,2,30.76,2.2103276961834286,33,1.8913045519370235,1.8659402639260847,nan,1.0150489807128906
15,4,0,3,45.04,1.9617027022562785,32,1.804214633683396,1.7832946015223305,nan,1.4188170433044434
15,4,0,4,45.44,1.8327358810834538,51,1.725291178438844,1.7105096087170775,nan,1.7435078620910645
15,5,0,0,9.92,6.696239829595153,7,2.4730867538715984,2.4601909630854824,nan,1.0364859104156494
15,5,0,1,27.32,2.6729595347583786,14,2.1711436290947703,2.1571516441712166,nan,1.1771769523620605
15,5,0,2,31.6,2.2676677741676237,25,2.0161295555458953,2.0016412733863476,nan,0.9741339683532715
15,5,0,3,41.76,2.0455632920332047,36,1.8096877376103273,1.795904579404356,nan,1.5197057723999023
15,5,0,4,46.44,1.9466661390558053,43,1.7038056517983482,1.6884868809819737,nan,1.3611369132995605
15,6,0,0,11.4,4.419156396811023,3,2.774808299503834,2.7479888730170665,nan,0.5655739307403564
15,6,0,1,21.48,2.847367601341665,38,2.5257270573075967,2.505665975474941,nan,0.7280268669128418
15,6,0,2,41.0,2.560679991623857,21,2.2761329286602123,2.257281914552574,nan,1.1313719749450684
